Nada | seu-socio-gestor-auditoria-3.zip | Escopo!18/09/2026 | 53 XLSX abertos e inspecionados: 234 abas, 162.716 fórmulas, 276 validações e 470 regras condicionais. TRIAGEM-COMPLETA.md, LEIA-ME.md, INVENTARIO.md e referências lidos. Comparação com o pacote e o parecer anteriores. | Diagnóstico sem alterar qualquer XLSX; hashes dos 53 originais conferidos ao final. | Este relatório contém correções G-1 a G-32, regressões, 12 contas novas, contratos, veredictos, testes nativos e inventários. Nada significa ausência de achado naquele teste, não certificação universal.
Nada | 02-completo/05-ata-e-pendencias.xlsx | Pendências!A5:I304 | Regra condicional: {"type": "expression", "formula": ["$H5=\"Feita\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Inventário!arquivo | 6 abas; 439 fórmulas; 2 validações; 9 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: {'Config': ['B8']}. | Funções de células: AVERAGEIFS, COUNTIFS, IF, IFERROR, INT, LOOKUP, MAX, MIN, OR, REPT, ROUND, TEXT, TODAY; SHA-256 inalterado: 7095297ae17c95cfe9be8d04ac41cb5f70934dc8a99252c095b8b719219b6805 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Painel!G17:G36 | Regra condicional: {"type": "expression", "formula": ["G17=\"Atingido\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Painel!G17:G36 | Regra condicional: {"type": "expression", "formula": ["G17=\"No ritmo\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Painel!G17:G36 | Regra condicional: {"type": "expression", "formula": ["G17=\"Atenção\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Painel!G17:G36 | Regra condicional: {"type": "expression", "formula": ["G17=\"Em risco\""], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Metas!K5:K24 | Validação inspecionada: {"type": "list", "sqref": "K5:K24", "formula1": "\"Maior é melhor,Menor é melhor\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Metas!E5:G24 | Validação inspecionada: {"type": "decimal", "sqref": "E5:G24", "formula1": "None", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Metas!J5:J24 | Regra condicional: {"type": "expression", "formula": ["J5=\"Atingido\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Metas!J5:J24 | Regra condicional: {"type": "expression", "formula": ["J5=\"No ritmo\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Metas!J5:J24 | Regra condicional: {"type": "expression", "formula": ["J5=\"Atenção\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Metas!J5:J24 | Regra condicional: {"type": "expression", "formula": ["J5=\"Em risco\""], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/06-metas-do-trimestre.xlsx | Semanas!C4:O4 | Regra condicional: {"type": "expression", "formula": ["COLUMN()-2=Config!$B$9"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=True | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Inventário!arquivo | 5 abas; 2138 fórmulas; 4 validações; 7 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: AND, IF, IFERROR, INDEX, MATCH, MONTH, OR, SUM, SUMIFS, YEAR; SHA-256 inalterado: 382a7b51b9cb6c5095e16cab0b1605e63d7d65f856777592032901b2d4a6344c | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Painel!G9:G28 | Regra condicional: {"type": "expression", "formula": ["G9=\"Estourou\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Painel!G9:G28 | Regra condicional: {"type": "expression", "formula": ["G9=\"Abaixo da meta\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Painel!G9:G28 | Regra condicional: {"type": "expression", "formula": ["OR(G9=\"Acima\",G9=\"Perto da meta\")"], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Painel!G9:G28 | Regra condicional: {"type": "expression", "formula": ["OR(G9=\"Dentro\",G9=\"Meta batida\")"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Painel!G32:G43 | Regra condicional: {"type": "expression", "formula": ["G32<0"], "priority": 5, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Config!B6 | Validação inspecionada: {"type": "list", "sqref": "B6", "formula1": "=Config!$E$5:$E$16", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Config!B12:B31 | Validação inspecionada: {"type": "list", "sqref": "B12:B31", "formula1": "\"Receita,Despesa\"", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Realizado!B5:B604 | Validação inspecionada: {"type": "list", "sqref": "B5:B604", "formula1": "=Config!$A$12:$A$31", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Realizado!A5:A604 | Validação inspecionada: {"type": "date", "sqref": "A5:A604", "formula1": "1", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Realizado!A5:H604 | Regra condicional: {"type": "expression", "formula": ["$H5=\"Receita\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/07-orcamento-previsto-x-realizado.xlsx | Realizado!B5:B604 | Regra condicional: {"type": "expression", "formula": ["$H5=\"?\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/08-funil-de-propostas.xlsx | Inventário!arquivo | 4 abas; 2180 fórmulas; 5 validações; 6 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: {'Config': ['B5']}. | Funções de células: AND, COUNTIFS, DATE, IF, IFERROR, INDEX, INT, LARGE, MATCH, MAX, MIN, MONTH, OR, REPT, ROUND, ROW, SUMIFS, TEXT, TODAY, YEAR; SHA-256 inalterado: 093b76e36fc31f09633b51211f7d8159a3f4dcb0e8e3da9e7d6c09fdd348c9d0 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 02-completo/08-funil-de-propostas.xlsx | Painel!A21:H32 | Regra condicional: {"type": "expression", "formula": ["$G21=\"Fechamento vencido\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/08-funil-de-propostas.xlsx | Painel!A21:H32 | Regra condicional: {"type": "expression", "formula": ["$G21=\"Parada\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/08-funil-de-propostas.xlsx | Propostas!C5:C404 | Validação inspecionada: {"type": "list", "sqref": "C5:C404", "formula1": "=Config!$A$19:$A$26", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/08-funil-de-propostas.xlsx | Propostas!F5:F404 | Validação inspecionada: {"type": "list", "sqref": "F5:F404", "formula1": "=Config!$A$11:$A$16", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/08-funil-de-propostas.xlsx | Propostas!K5:K404 | Validação inspecionada: {"type": "list", "sqref": "K5:K404", "formula1": "=Config!$D$19:$D$26", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/08-funil-de-propostas.xlsx | Propostas!G5:J404 | Validação inspecionada: {"type": "date", "sqref": "G5:J404", "formula1": "1", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/08-funil-de-propostas.xlsx | Propostas!E5:E404 | Validação inspecionada: {"type": "decimal", "sqref": "E5:E404", "formula1": "0", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.

Nada | 02-completo/08-funil-de-propostas.xlsx | Propostas!A5:O404 | Regra condicional: {"type": "expression", "formula": ["$O5=\"Parada\""], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/08-funil-de-propostas.xlsx | Propostas!A5:O404 | Regra condicional: {"type": "expression", "formula": ["$O5=\"Fechamento vencido\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/08-funil-de-propostas.xlsx | Propostas!A5:O404 | Regra condicional: {"type": "expression", "formula": ["$O5=\"Fechada\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/08-funil-de-propostas.xlsx | Propostas!A5:O404 | Regra condicional: {"type": "expression", "formula": ["$O5=\"Perdida\""], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/09-horas-e-custo-por-projeto.xlsx | Inventário!arquivo | 4 abas; 2606 fórmulas; 7 validações; 6 regras; todas as abas protegidas; zero desbloqueada fora do amarelo. Fórmulas amarelas/editáveis: nenhuma. | Funções de células: AND, IF, IFERROR, INDEX, MATCH, MONTH, OR, SUMIFS, YEAR; SHA-256 inalterado: 2e0b5a89ec89858f55cd18a5e46d016d99d185a69bf5a2ab45e96c76247a14a5 | Ver achados antes de interpretar ausência de anomalia estrutural como correção funcional.

Nada | 02-completo/09-horas-e-custo-por-projeto.xlsx | Painel!J9:J20 | Regra condicional: {"type": "expression", "formula": ["OR(J9=\"Estourou as horas\",J9=\"Margem baixa\")"], "priority": 1, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/09-horas-e-custo-por-projeto.xlsx | Painel!J9:J20 | Regra condicional: {"type": "expression", "formula": ["J9=\"Perto do limite\""], "priority": 2, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/09-horas-e-custo-por-projeto.xlsx | Painel!J9:J20 | Regra condicional: {"type": "expression", "formula": ["J9=\"Saudável\""], "priority": 3, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/09-horas-e-custo-por-projeto.xlsx | Painel!H9:H20 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(H9),H9<0)"], "priority": 4, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/09-horas-e-custo-por-projeto.xlsx | Painel!D24:D33 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(D24),D24>1)"], "priority": 5, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/09-horas-e-custo-por-projeto.xlsx | Painel!D24:D33 | Regra condicional: {"type": "expression", "formula": ["AND(ISNUMBER(D24),D24<0.6)"], "priority": 6, "stopIfTrue": null, "operator": null} | Referência entre abas=False | Avaliação visual nativa pendente; ver roteiro.

Nada | 02-completo/09-horas-e-custo-por-projeto.xlsx | Config!B6 | Validação inspecionada: {"type": "list", "sqref": "B6", "formula1": "=Config!$H$5:$H$16", "formula2": "None", "allowBlank": "True", "showErrorMessage": "True", "errorStyle": "None", "showDropDown": "False", "error": "None", "errorTitle": "None", "prompt": "None", "promptTitle": "None"} | A regra foi lida; configuração não equivale a teste de interface. | Ver achados de restrição excessiva e parcelas zero.
